Muscle Group,Exercise,Video Link (Male),Video Link (Female),Equipment,Difficulty
Glutes,Landmine Alternating Lunge To Chest Press,https://musclewiki.com/barbell/male/glutes/landmine-alternating-lunge-to-chest-press,https://musclewiki.com/barbell/female/glutes/landmine-alternating-lunge-to-chest-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-alternating-lunge-to-chest-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-alternating-lunge-to-chest-press"">Female</a> Barbell",Advanced
Glutes,Landmine Curtsy Lunge,https://musclewiki.com/barbell/male/glutes/landmine-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-curtsy-lunge"">Female</a> Barbell",Intermediate
Glutes,Landmine Glute Kick Back,https://musclewiki.com/barbell/male/glutes/landmine-glute-kick-back,https://musclewiki.com/barbell/female/glutes/landmine-glute-kick-back,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-glute-kick-back"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-glute-kick-back"">Female</a> Barbell",Intermediate
Glutes,Landmine Goblet Curtsy Lunge,https://musclewiki.com/barbell/male/glutes/landmine-goblet-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-goblet-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-goblet-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-goblet-curtsy-lunge"">Female</a> Barbell",Advanced
Glutes,Landmine Goblet Lateral Lunge,https://musclewiki.com/barbell/male/glutes/landmine-goblet-lateral-lunge,https://musclewiki.com/barbell/female/glutes/landmine-goblet-lateral-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-goblet-lateral-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-goblet-lateral-lunge"">Female</a> Barbell",Advanced
Glutes,Landmine Hack Squat,https://musclewiki.com/barbell/male/glutes/landmine-hack-squat,https://musclewiki.com/barbell/female/glutes/landmine-hack-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-hack-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-hack-squat"">Female</a> Barbell",Advanced
Glutes,Landmine Lateral Lunge,https://musclewiki.com/barbell/male/glutes/landmine-lateral-lunge,https://musclewiki.com/barbell/female/glutes/landmine-lateral-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-lateral-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-lateral-lunge"">Female</a> Barbell",Intermediate
Glutes,Landmine Lunge,https://musclewiki.com/barbell/male/glutes/landmine-lunge,https://musclewiki.com/barbell/female/glutes/landmine-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-lunge"">Female</a> Barbell",Intermediate
Glutes,Landmine Lunge To Overhead Press,https://musclewiki.com/barbell/male/glutes/landmine-lunge-to-overhead-press,https://musclewiki.com/barbell/female/glutes/landmine-lunge-to-overhead-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-lunge-to-overhead-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-lunge-to-overhead-press"">Female</a> Barbell",Advanced
Glutes,Landmine Romanian Deadlift,https://musclewiki.com/barbell/male/lowerback/landmine-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-romanian-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/landmine-romanian-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/landmine-romanian-deadlift"">Female</a> Barbell",Intermediate
Glutes,Landmine Rotational Lift To Press,https://musclewiki.com/barbell/male/glutes/landmine-rotational-lift-to-press,https://musclewiki.com/barbell/female/glutes/landmine-rotational-lift-to-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-rotational-lift-to-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-rotational-lift-to-press"">Female</a> Barbell",Advanced
Glutes,Landmine Single Leg Glute Bridge,https://musclewiki.com/barbell/male/glutes/landmine-single-leg-glute-bridge,https://musclewiki.com/barbell/female/glutes/landmine-single-leg-glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-single-leg-glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-single-leg-glute-bridge"">Female</a> Barbell",Advanced
Glutes,Landmine Single Leg Romanian Deadlift,https://musclewiki.com/barbell/male/lowerback/landmine-single-leg-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-single-leg-romanian-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/landmine-single-leg-romanian-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/landmine-single-leg-romanian-deadlift"">Female</a> Barbell",Intermediate
Glutes,Landmine Snatch,https://musclewiki.com/barbell/male/lowerback/landmine-snatch,https://musclewiki.com/barbell/female/lowerback/landmine-snatch,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/landmine-snatch"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/landmine-snatch"">Female</a> Barbell",Intermediate
Glutes,Landmine Squat,https://musclewiki.com/barbell/male/glutes/landmine-squat,https://musclewiki.com/barbell/female/glutes/landmine-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-squat"">Female</a> Barbell",Beginner
Glutes,Landmine Staggered Romanian Deadlift,https://musclewiki.com/barbell/male/lowerback/landmine-staggered-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-staggered-romanian-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/landmine-staggered-romanian-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/landmine-staggered-romanian-deadlift"">Female</a> Barbell",Advanced
Glutes,Landmine Sumo Deadlift,https://musclewiki.com/barbell/male/glutes/landmine-sumo-deadlift,https://musclewiki.com/barbell/female/glutes/landmine-sumo-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-sumo-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-sumo-deadlift"">Female</a> Barbell",Beginner
Glutes,Landmine Thruster,https://musclewiki.com/barbell/male/glutes/landmine-thruster,https://musclewiki.com/barbell/female/glutes/landmine-thruster,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-thruster"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-thruster"">Female</a> Barbell",Intermediate
Glutes,Barbell Figure Four Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-figure-four-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-figure-four-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-figure-four-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-figure-four-hip-thrust"">Female</a> Barbell",Intermediate
Glutes,Barbell Front Squat With Straps,https://musclewiki.com/barbell/male/glutes/barbell-front-squat-with-straps,https://musclewiki.com/barbell/female/glutes/barbell-front-squat-with-straps,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-front-squat-with-straps"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-front-squat-with-straps"">Female</a> Barbell",Intermediate
Glutes,Barbell Single Leg Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-single-leg-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-single-leg-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-single-leg-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-single-leg-hip-thrust"">Female</a> Barbell",Beginner
Glutes,Barbell Figure Four Heels Elevated Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-figure-four-heels-elevated-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-figure-four-heels-elevated-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-figure-four-heels-elevated-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-figure-four-heels-elevated-hip-thrust"">Female</a> Barbell",Advanced
Glutes,Barbell Heels Elevated Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-heels-elevated-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-heels-elevated-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-heels-elevated-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-heels-elevated-hip-thrust"">Female</a> Barbell",Beginner
Glutes,Barbell Single Leg Heels Elevated Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-single-leg-heels-elevated-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-single-leg-heels-elevated-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-single-leg-heels-elevated-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-single-leg-heels-elevated-hip-thrust"">Female</a> Barbell",Advanced
Glutes,Barbell Kickstand Squat,https://musclewiki.com/barbell/male/glutes/barbell-kickstand-squat,https://musclewiki.com/barbell/female/glutes/barbell-kickstand-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-kickstand-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-kickstand-squat"">Female</a> Barbell",Advanced
Glutes,Dumbbell Goblet Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-squat"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Goblet Good Morning,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-goblet-good-morning,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-goblet-good-morning,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-goblet-good-morning"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-goblet-good-morning"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Goblet Bulgarian Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-bulgarian-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-bulgarian-split-squat"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Hip Thrust,https://musclewiki.com/dumbbells/male/glutes/dumbbell-hip-thrust,https://musclewiki.com/dumbbells/female/glutes/dumbbell-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-hip-thrust"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Romanian Deadlift,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-romanian-deadlift,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-romanian-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-romanian-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-romanian-deadlift"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Glute Bridge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-glute-bridge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-glute-bridge"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Bulgarian Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-bulgarian-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-bulgarian-split-squat"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Forward Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-forward-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-forward-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-forward-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-forward-lunge"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Goblet Bulgarian Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-bulgarian-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-bulgarian-split-squat"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Goblet Curtsy Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-curtsy-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-curtsy-lunge"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Goblet Forward Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-forward-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-forward-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-forward-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-forward-lunge"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Goblet Lateral Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-lateral-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-lateral-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-lateral-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-lateral-lunge"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Goblet Reverse Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-reverse-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-reverse-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-reverse-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-reverse-lunge"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Goblet Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-split-squat"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Lateral Lunge Reach,https://musclewiki.com/dumbbells/male/glutes/dumbbell-lateral-lunge-reach,https://musclewiki.com/dumbbells/female/glutes/dumbbell-lateral-lunge-reach,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-lateral-lunge-reach"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-lateral-lunge-reach"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Reverse Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-reverse-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-reverse-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-reverse-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-reverse-lunge"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-split-squat"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Figure Four Glute Bridge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-figure-four-glute-bridge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-figure-four-glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-figure-four-glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-figure-four-glute-bridge"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Figure Four Hip Thrust,https://musclewiki.com/dumbbells/male/glutes/dumbbell-figure-four-hip-thrust,https://musclewiki.com/dumbbells/female/glutes/dumbbell-figure-four-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-figure-four-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-figure-four-hip-thrust"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Front Rack Pause Squat,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-front-rack-pause-squat,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-front-rack-pause-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-front-rack-pause-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-front-rack-pause-squat"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Front Rack Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-front-rack-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-front-rack-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-front-rack-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-front-rack-squat"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Goblet Pulse Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-pulse-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-pulse-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-pulse-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-pulse-squat"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Heels Up Goblet Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-heels-up-goblet-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-heels-up-goblet-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-heels-up-goblet-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-heels-up-goblet-squat"">Female</a> Dumbbells",Novice
