Muscle Group,Exercise,Video Link (Male),Video Link (Female),Equipment,Difficulty
Anterior Deltoid,Cardio Jumping Jacks,https://musclewiki.com/cardio/male/gluteus-medius/cardio-jumping-jacks,https://musclewiki.com/cardio/female/gluteus-medius/cardio-jumping-jacks,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cardio/male/gluteus-medius/cardio-jumping-jacks"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cardio/female/gluteus-medius/cardio-jumping-jacks"">Female</a> Cardio",Beginner
Anterior Deltoid,Ring Standing Pushup,https://musclewiki.com/bodyweight/male/shoulders/ring-standing-pushup,https://musclewiki.com/bodyweight/female/shoulders/ring-standing-pushup,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/shoulders/ring-standing-pushup"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/shoulders/ring-standing-pushup"">Female</a> Bodyweight",Beginner
Posterior Deltoid,Dumbbell Rear Delt Row,https://musclewiki.com/dumbbells/male/biceps/dumbbell-rear-delt-row,https://musclewiki.com/dumbbells/female/biceps/dumbbell-rear-delt-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/biceps/dumbbell-rear-delt-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/biceps/dumbbell-rear-delt-row"">Female</a> Dumbbells",Intermediate
Posterior Deltoid,Kettlebell Rear Delt Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-rear-delt-row,https://musclewiki.com/kettlebells/female/biceps/kettlebell-rear-delt-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/biceps/kettlebell-rear-delt-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/biceps/kettlebell-rear-delt-row"">Female</a> Kettlebells",Novice
Posterior Deltoid,Internally Rotated Seated Rear Delt Fly,https://musclewiki.com/dumbbells/male/shoulders/internally-rotated-seated-rear-delt-fly,https://musclewiki.com/dumbbells/female/shoulders/internally-rotated-seated-rear-delt-fly,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/shoulders/internally-rotated-seated-rear-delt-fly"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/shoulders/internally-rotated-seated-rear-delt-fly"">Female</a> Dumbbells",Beginner
Posterior Deltoid,Cable Archer Row,https://musclewiki.com/cables/male/biceps/cable-archer-row,https://musclewiki.com/cables/female/biceps/cable-archer-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/biceps/cable-archer-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/biceps/cable-archer-row"">Female</a> Cables",Intermediate
Posterior Deltoid,Cable High Internally Rotated Reverse Fly,https://musclewiki.com/cables/male/shoulders/cable-high-internally-rotated-reverse-fly,https://musclewiki.com/cables/female/shoulders/cable-high-internally-rotated-reverse-fly,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/shoulders/cable-high-internally-rotated-reverse-fly"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/shoulders/cable-high-internally-rotated-reverse-fly"">Female</a> Cables",Beginner
Posterior Deltoid,Cable Rope Kneeling Face Pull,https://musclewiki.com/cables/male/posterior-deltoid/cable-rope-kneeling-face-pull,https://musclewiki.com/cables/female/posterior-deltoid/cable-rope-kneeling-face-pull,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/posterior-deltoid/cable-rope-kneeling-face-pull"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/posterior-deltoid/cable-rope-kneeling-face-pull"">Female</a> Cables",Novice
Posterior Deltoid,Cable Single Arm Rear Delt Row,https://musclewiki.com/cables/male/traps-middle/cable-single-arm-rear-delt-row,https://musclewiki.com/cables/female/traps-middle/cable-single-arm-rear-delt-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/traps-middle/cable-single-arm-rear-delt-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/traps-middle/cable-single-arm-rear-delt-row"">Female</a> Cables",Advanced
Posterior Deltoid,Dumbbell Internally Rotated Rear Delt Fly,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-internally-rotated-rear-delt-fly,https://musclewiki.com/dumbbells/female/shoulders/dumbbell-internally-rotated-rear-delt-fly,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/shoulders/dumbbell-internally-rotated-rear-delt-fly"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/shoulders/dumbbell-internally-rotated-rear-delt-fly"">Female</a> Dumbbells",Beginner
Posterior Deltoid,Dumbbell Seated Rear Delt Row,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-seated-rear-delt-row,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-seated-rear-delt-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/traps-middle/dumbbell-seated-rear-delt-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/traps-middle/dumbbell-seated-rear-delt-row"">Female</a> Dumbbells",Beginner
Posterior Deltoid,Dumbbell Shoulder External Rotation,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-shoulder-external-rotation,https://musclewiki.com/dumbbells/female/shoulders/dumbbell-shoulder-external-rotation,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/shoulders/dumbbell-shoulder-external-rotation"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/shoulders/dumbbell-shoulder-external-rotation"">Female</a> Dumbbells",Beginner
Posterior Deltoid,Forward Arm Circle,https://musclewiki.com/bodyweight/male/shoulders/forward-arm-circle,https://musclewiki.com/bodyweight/female/shoulders/forward-arm-circle,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/shoulders/forward-arm-circle"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/shoulders/forward-arm-circle"">Female</a> Bodyweight",Novice
Posterior Deltoid,Kettlebell Single Arm Rear Delt Fly,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-single-arm-rear-delt-fly,https://musclewiki.com/kettlebells/female/shoulders/kettlebell-single-arm-rear-delt-fly,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/shoulders/kettlebell-single-arm-rear-delt-fly"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/shoulders/kettlebell-single-arm-rear-delt-fly"">Female</a> Kettlebells",Intermediate
Posterior Deltoid,Band Face Pull,https://musclewiki.com/band/male/shoulders/band-face-pull,https://musclewiki.com/band/female/shoulders/band-face-pull,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/male/shoulders/band-face-pull"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/female/shoulders/band-face-pull"">Female</a> Band",Novice
Posterior Deltoid,Band Pull Apart,https://musclewiki.com/band/male/traps-middle/band-pull-apart,https://musclewiki.com/band/female/traps-middle/band-pull-apart,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/male/traps-middle/band-pull-apart"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/female/traps-middle/band-pull-apart"">Female</a> Band",Novice
Triceps,Dumbbell Seated Overhead Tricep Extension,https://musclewiki.com/dumbbells/male/triceps/dumbbell-seated-overhead-tricep-extension,https://musclewiki.com/dumbbells/female/triceps/dumbbell-seated-overhead-tricep-extension,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/triceps/dumbbell-seated-overhead-tricep-extension"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/triceps/dumbbell-seated-overhead-tricep-extension"">Female</a> Dumbbells",Intermediate
Triceps,Bench Dips,https://musclewiki.com/bodyweight/male/triceps/bench-dips,https://musclewiki.com/bodyweight/female/triceps/bench-dips,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/triceps/bench-dips"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/triceps/bench-dips"">Female</a> Bodyweight",Novice
Triceps,Kettlebell Skull Crusher,https://musclewiki.com/kettlebells/male/triceps/kettlebell-skull-crusher,https://musclewiki.com/kettlebells/female/triceps/kettlebell-skull-crusher,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/triceps/kettlebell-skull-crusher"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/triceps/kettlebell-skull-crusher"">Female</a> Kettlebells",Intermediate
Triceps,Kettlebell Standing Tricep Extension,https://musclewiki.com/kettlebells/male/triceps/kettlebell-standing-tricep-extension,https://musclewiki.com/kettlebells/female/triceps/kettlebell-standing-tricep-extension,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/triceps/kettlebell-standing-tricep-extension"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/triceps/kettlebell-standing-tricep-extension"">Female</a> Kettlebells",Novice
Triceps,Kettlebell Decline Skull Crusher,https://musclewiki.com/kettlebells/male/triceps/kettlebell-decline-skull-crusher,https://musclewiki.com/kettlebells/female/triceps/kettlebell-decline-skull-crusher,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/triceps/kettlebell-decline-skull-crusher"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/triceps/kettlebell-decline-skull-crusher"">Female</a> Kettlebells",Advanced
Triceps,Diamond Push Ups,https://musclewiki.com/bodyweight/male/triceps/diamond-push-ups,https://musclewiki.com/bodyweight/female/triceps/diamond-push-ups,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/triceps/diamond-push-ups"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/triceps/diamond-push-ups"">Female</a> Bodyweight",Beginner
Triceps,Barbell Close Grip Bench Press,https://musclewiki.com/barbell/male/triceps/barbell-close-grip-bench-press,https://musclewiki.com/barbell/female/triceps/barbell-close-grip-bench-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/triceps/barbell-close-grip-bench-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/triceps/barbell-close-grip-bench-press"">Female</a> Barbell",Intermediate
Triceps,Cable Cross Pushdown,https://musclewiki.com/cables/male/triceps/cable-cross-pushdown,https://musclewiki.com/cables/female/triceps/cable-cross-pushdown,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/triceps/cable-cross-pushdown"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/triceps/cable-cross-pushdown"">Female</a> Cables",Advanced
Triceps,Band Skullcrusher,https://musclewiki.com/band/male/triceps/band-skullcrusher,https://musclewiki.com/band/female/triceps/band-skullcrusher,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/male/triceps/band-skullcrusher"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/band/female/triceps/band-skullcrusher"">Female</a> Band",Advanced
Triceps,Barbell Skullcrusher,https://musclewiki.com/barbell/male/triceps/barbell-skullcrusher,https://musclewiki.com/barbell/female/triceps/barbell-skullcrusher,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/triceps/barbell-skullcrusher"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/triceps/barbell-skullcrusher"">Female</a> Barbell",Intermediate
Triceps,Barbell Overhead Tricep Extension,https://musclewiki.com/barbell/male/triceps/barbell-overhead-tricep-extension,https://musclewiki.com/barbell/female/triceps/barbell-overhead-tricep-extension,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/triceps/barbell-overhead-tricep-extension"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/triceps/barbell-overhead-tricep-extension"">Female</a> Barbell",Advanced
